imo,latitude,longitude,speed,positiontimestamp
9131137,21.382,72.2431666666667,0.3,2018-08-24 12:54:48.859000
9131137,21.3798333333333,72.2416666666667,0.3,2018-08-24 13:54:50.835000
9131137,21.3791666666667,72.24,0.1,2018-08-24 14:48:49.919000
9131137,21.3796666666667,72.24,0.1,2018-08-24 15:42:48.985000
9131137,21.3796666666667,72.2408333333333,0.2,2018-08-24 16:48:49.192000
9131137,21.3845,72.242,0.2,2018-08-24 17:54:50.884000
9131137,21.3843333333333,72.2423333333333,0.1,2018-08-24 18:48:49.553000
9131137,21.3845,72.242,0.1,2018-08-24 19:54:48.018000
9131137,21.3845,72.2421666666667,0.4,2018-08-24 20:48:50.597000
9131137,21.3846666666667,72.242,0.1,2018-08-24 21:54:50.117000
9131137,21.3846666666667,72.2421666666667,0.1,2018-08-24 22:54:47.542000
9131137,21.3841666666667,72.2426666666667,0.1,2018-08-24 23:54:48.359000
9131137,21.384,72.2426666666667,0.3,2018-08-25 00:06:48.664000
9131137,21.3796666666667,72.2411666666667,0.1,2018-08-25 01:24:49.767000
9131137,21.3793333333333,72.2401666666667,0,2018-08-25 02:54:48.164000
9131137,21.3793333333333,72.24,0,2018-08-25 03:36:49.867000
9131137,21.3793333333333,72.2405,0.2,2018-08-25 04:36:47.403000
9131137,21.3846666666667,72.2421666666667,0.4,2018-08-25 05:48:48.083000
9131137,21.3848333333333,72.2416666666667,0.4,2018-08-25 06:54:49.242000
9131137,21.3845,72.2415,0.5,2018-08-25 07:54:47.641000
9131137,21.3838333333333,72.2401666666667,3.6,2018-08-25 08:58:09.828000
9131137,21.4013333333333,72.1955,0,2018-08-25 09:57:59.947000
